x,P_total_coherent,P_dephased_baseline
-7.647058823529413,0.07528898290473923,0.028024582126134918
-7.411764705882355,0.07868700425581848,0.029131796831640442
-7.1764705882352935,0.081612731120394,0.030249143353203917
-6.9411764705882355,0.08400875966327173,0.03137627678989217
-6.7058823529411775,0.08581265657956784,0.032506590561205514
-6.4705882352941195,0.08699794672043533,0.03364417845640433
-6.235294117647058,0.08751408158592745,0.034778782268834414
-6.0,0.08736641471468758,0.03591645160955826
-5.764705882352942,0.08652710095581402,0.03704594689122987
-5.529411764705884,0.08503102948496936,0.0381727618964847
-5.2941176470588225,0.08288113568419499,0.03928696358976983
-5.0588235294117645,0.08013768710720476,0.04039172500858065
-4.8235294117647065,0.07683741177497966,0.04147971828024108
-4.5882352941176485,0.07306095693857328,0.042551166805585634
-4.352941176470587,0.0688757820566721,0.04360150445598377
-4.117647058823529,0.06437738324231894,0.044628429692424296
-3.882352941176471,0.059655433236587944,0.04562943748056375
-3.647058823529413,0.054813847796368366,0.04660073768063679
-3.411764705882355,0.049952507191684245,0.047540860684490226
-3.1764705882352935,0.04517583091292071,0.04844561667812876
-2.9411764705882355,0.040581015236043516,0.049313736439030094
-2.7058823529411775,0.03626340438059658,0.050141349750645645
-2.4705882352941195,0.032306110484880426,0.05092702783006416
-2.235294117647058,0.02878488060215203,0.051667436687549535
-2.0,0.025760343355443128,0.052361080673559185
-1.764705882352942,0.02327886808172141,0.05300502725866417
-1.529411764705884,0.021373645966097962,0.05359800984458735
-1.2941176470588225,0.020054851909207007,0.05413730711344927
-1.0588235294117645,0.019326375438554977,0.054622081657537506
-0.8235294117647065,0.01916034280668306,0.05504982903465534
-0.5882352941176485,0.019531940189033176,0.05542007188981699
-0.352941176470587,0.020379350976339715,0.05573079332042857
-0.117647058823529,0.021651711160855482,0.055981573322253925
0.117647058823529,0.023262868852908215,0.05617128442974878
0.352941176470587,0.02514062575011147,0.056299230341979985
0.588235294117645,0.027187758835922123,0.05636546600632508
0.8235294117647065,0.029317752721681096,0.05636888942265949
1.0588235294117645,0.03143656582798203,0.056310726816474116
1.2941176470588225,0.033452710478098086,0.05618966765789001
1.5294117647058805,0.0352878969188911,0.056007762192019826
1.764705882352942,0.03685671363994317,0.055763950684325984
2.0,0.03810557887826419,0.055460574514717705
2.235294117647058,0.03896647009376281,0.05509733248608764
2.470588235294116,0.03941504558284306,0.05467638364523015
2.705882352941174,0.03941023548557053,0.054198503337986786
2.941176470588232,0.038957286602109904,0.05366545098051085
3.176470588235297,0.03804788635375608,0.05307908316115688
3.411764705882355,0.03671391040785928,0.05244083304916038
3.647058823529413,0.034980514551908204,0.05175339196976561
3.882352941176471,0.03290093868168892,0.05101808644010451
4.117647058823529,0.03052923653021604,0.05023815118872836
4.352941176470587,0.02793322972321818,0.04941494288707353
4.588235294117645,0.025187039212457806,0.048552119497173134
4.823529411764703,0.022365293564206343,0.04765096364678953
5.058823529411761,0.019550955971269088,0.046715680157177045
5.294117647058826,0.016817164271349213,0.045747171684022064
5.529411764705884,0.014244197688032199,0.04475040691262867
5.764705882352942,0.01189556373341413,0.043725655025416414
6.0,0.009838755710116198,0.04267863703965504
6.235294117647058,0.008120673119911067,0.04160913861179708
6.470588235294116,0.0067883755987872794,0.04052307165131935
6.705882352941174,0.005867497674434698,0.039420533867369274
6.941176470588232,0.005379837810551874,0.03830640858276655
7.176470588235297,0.005328341557999293,0.03718248934134029
7.411764705882355,0.005707538508838727,0.036050999176482794
7.647058823529413,0.006499720673248071,0.03491697471322204
7.882352941176471,0.0076729352687616385,0.033778514077651846
8.117647058823529,0.009193625218479828,0.03264492868296862
8.352941176470587,0.011007043520055108,0.03150960817593949
8.588235294117645,0.013069891078687751,0.030385988133216947
8.823529411764703,0.015311324146517214,0.02926358905619562
9.058823529411761,0.01768396960211246,0.02815829625021956
9.294117647058826,0.020110348955512787,0.027058109985876058
9.529411764705884,0.022542891078392326,0.02597836922903657
9.764705882352942,0.024908756312266883,0.024908919170423982
10.0,0.027161828208598533,0.023860992620812736
10.235294117647058,0.029245221093926625,0.022829695674820637
10.470588235294116,0.031114340016653974,0.021819123109537843
10.705882352941174,0.03273730969608463,0.02083198825064096
10.941176470588232,0.03407091756777221,0.019863787419626883
11.176470588235297,0.03511290657564072,0.018925251353001896
11.411764705882355,0.035822551480354514,0.01800398998174948
11.647058823529413,0.03622605924398324,0.017116951573085706
11.882352941176471,0.0362883345155193,0.016246655880211368
12.117647058823529,0.036057264519458246,0.015412706058499889
12.352941176470587,0.035508247814666674,0.014596638597098486
12.588235294117645,0.034700121670175804,0.013816416814049113
12.823529411764703,0.03362397158800395,0.013056811484471176
13.058823529411761,0.03233769238736743,0.012330379736041888
13.294117647058826,0.030851632132123767,0.0116282419380646
13.529411764705884,0.029212709406386515,0.01095536827948148
13.764705882352942,0.02745079066010011,0.010310426056800074
14.0,0.02559593774336338,0.009690709958952135
14.235294117647058,0.023693751214526076,0.009101547639648893
14.470588235294116,0.021756577306662032,0.008534382159740027
14.705882352941174,0.01983855362943445,0.00799872392134355
14.941176470588232,0.017937737532610513,0.007483149241804552
15.17647058823529,0.01610800632497446,0.006998211408504648
15.411764705882355,0.014338894157593249,0.006532748338465855
15.647058823529413,0.012675992089382554,0.00609556350885349
15.882352941176471,0.01110605049317874,0.0056781132229803515
16.11764705882353,0.009661213409267594,0.0052857497550135
16.352941176470587,0.008329248868287604,0.004913611693560509
16.588235294117645,0.007127655681972369,0.004563257474647598
16.823529411764703,0.006046246889993123,0.004233267388603191
17.05882352941176,0.0050904115347445355,0.003922197396277972
17.294117647058826,0.004250662311284996,0.0036309428232260857
17.529411764705884,0.0035251560703700776,0.003356426062955258
17.764705882352942,0.0029027101774930235,0.0031004735105419484
18.0,0.0023794810078627614,0.0028596847816789914
18.235294117647058,0.0019407622410154315,0.0026357575578858875
18.470588235294116,0.0015844458964617888,0.002425743161842209
18.705882352941174,0.0012922702573667743,0.002230815407671773
18.941176470588232,0.001065027842635487,0.0020485298723628333
19.17647058823529,0.0008830154517709585,0.0018798368367842929
19.411764705882355,0.0007485787108113436,0.001722236164444367
19.647058823529413,0.0006440851834550826,0.001577226077045037
19.88235294117647,0.0005708590368334145,0.001441388373355274
20.11764705882353,0.0005163701261324699,0.0013176423622202683
20.352941176470587,0.0004796278889312942,0.001200900515665404
20.588235294117645,0.0004527265862573357,0.0010960188187175842
20.823529411764703,0.0004359789921574155,0.00099612402993103
21.05882352941176,0.00041841820136506096,0.000907554484037588
21.294117647058826,0.00041337315874609345,0.0008228699021681983
21.529411764705884,0.0003912140959439124,0.000747770870692085
21.764705882352942,0.0003938757758637503,0.0006772584492321073
22.0,0.000362331095279406,0.000612856077318757
22.235294117647058,0.0003633520121207641,0.0005552746761126211
22.470588235294116,0.0003339177878729248,0.0005001486654795286
22.705882352941174,0.00031512672919004167,0.0004526615811418406
22.941176470588232,0.00030305300307918216,0.00040741591175406813
23.17647058823529,0.000264109457839365,0.000366441051750114
23.411764705882355,0.00025250631164693856,0.0003306879545473545
23.647058823529413,0.00022686558313448377,0.0002960333178290184
23.88235294117647,0.00019387077399680226,0.00026586013807516527
24.11764705882353,0.00017850120096006824,0.00023903252508548304
24.352941176470587,0.00015729600660497519,0.00021329394554793325
24.588235294117645,0.00012737867449421416,0.00019073784829903238
24.823529411764703,0.00011115891121092672,0.0001710022809707842
25.05882352941176,9.79218237577037e-05,0.00015256263121846697
25.294117647058826,7.748361769253628e-05,0.00013542034091898792
25.529411764705884,6.0033505828423065e-05,0.00012068791449240237
25.764705882352942,5.036281613389513e-05,0.00010797048076617559
26.0,4.2518443356178405e-05,9.61964795910419e-05
26.235294117647058,3.185804084729327e-05,8.45781036220266e-05
26.470588235294116,2.2254232338689314e-05,7.44164399554788e-05
26.705882352941174,1.6276157099135466e-05,6.643408141079604e-05
26.941176470588232,1.3691549978528853e-05,6.009818692610679e-05
27.17647058823529,1.1462444351030515e-05,5.3430762476536616e-05
27.411764705882355,8.76353245584643e-06,4.619069009791418e-05
27.647058823529413,5.5674700341831726e-06,3.911025207694004e-05
27.88235294117647,3.6259933184940597e-06,3.388646220663516e-05
28.11764705882353,3.502476915375766e-06,3.083074960593286e-05
28.352941176470587,4.9168436038237344e-06,2.907888829684884e-05
28.588235294117645,7.07164576956111e-06,2.7584437964178703e-05
28.823529411764703,8.515888145677918e-06,2.5084953145584865e-05
29.05882352941176,9.118404825111851e-06,2.183691082784639e-05
29.294117647058826,8.28895259453391e-06,1.768146454332994e-05
29.529411764705884,6.938655694717355e-06,1.3719814321046736e-05
29.764705882352942,5.062036566300384e-06,9.933872728676732e-06
30.0,3.6109764539576485e-06,7.110907699440389e-06
